,Unnamed: 0,name,address,date,neg,neu,pos
1114,1114,EastSideKing,"        2310 S Lamar Blvd Austin, TX 78704    ",5_28_2017,0.064,0.685,0.25
1115,1115,EastSideKing,"        2310 S Lamar Blvd Austin, TX 78704    ",1_14_2016,0.04,0.7340000000000001,0.226
1116,1116,DragonbeardKitchen,"        8201 Cross Park Dr Ste B1 Austin, TX 78754    ",3_5_2019,0.06,0.71,0.23
1117,1117,EastSideKing,"        2310 S Lamar Blvd Austin, TX 78704    ",10_25_2016,0.048,0.736,0.21600000000000003
1118,1118,EastSideKing,"        2310 S Lamar Blvd Austin, TX 78704    ",8_15_2015,0.047,0.723,0.22899999999999998
1119,1119,EastSideKing,"        2310 S Lamar Blvd Austin, TX 78704    ",1_1_2017,0.040999999999999995,0.731,0.228
1120,1120,EastSideKing,"        2310 S Lamar Blvd Austin, TX 78704    ",3_23_2017,0.055,0.7190000000000001,0.226
1121,1121,EastSideKing,"        2310 S Lamar Blvd Austin, TX 78704    ",3_4_2019,0.05,0.708,0.242
1122,1122,Hopfields,"        3110 Guadalupe St Ste 400 Austin, TX 78705    ",9_4_2017,0.051,0.723,0.226
1123,1123,Hopfields,"        3110 Guadalupe St Ste 400 Austin, TX 78705    ",10_27_2014,0.042,0.6920000000000001,0.267
1124,1124,Hopfields,"        3110 Guadalupe St Ste 400 Austin, TX 78705    ",6_25_2013,0.055,0.721,0.22399999999999998
1125,1125,BarlataTapasBar,"        1500 S Lamar Blvd Ste 150 Austin, TX 78704    ",7_10_2019,0.055999999999999994,0.727,0.217
1126,1126,Hopfields,"        3110 Guadalupe St Ste 400 Austin, TX 78705    ",1_16_2015,0.07200000000000001,0.711,0.217
1127,1127,Hopfields,"        3110 Guadalupe St Ste 400 Austin, TX 78705    ",8_20_2017,0.048,0.737,0.215
1128,1128,Hopfields,"        3110 Guadalupe St Ste 400 Austin, TX 78705    ",6_4_2017,0.03,0.71,0.26
1129,1129,Hopfields,"        3110 Guadalupe St Ste 400 Austin, TX 78705    ",3_19_2018,0.046,0.7390000000000001,0.215
1130,1130,EastSideKing,"        2310 S Lamar Blvd Austin, TX 78704    ",5_1_2019,0.055999999999999994,0.768,0.175
1131,1131,HalalBros,"        2712 Guadalupe St Austin, TX 78705    ",3_18_2017,0.044000000000000004,0.746,0.21
1132,1132,HalalBros,"        2712 Guadalupe St Austin, TX 78705    ",7_29_2016,0.045,0.741,0.213
1133,1133,HalalBros,"        2712 Guadalupe St Austin, TX 78705    ",7_3_2018,0.057,0.76,0.183
1134,1134,HalalBros,"        2712 Guadalupe St Austin, TX 78705    ",11_16_2017,0.047,0.716,0.237
1135,1135,HalalBros,"        2712 Guadalupe St Austin, TX 78705    ",5_30_2019,0.05,0.765,0.184
1136,1136,HalalBros,"        2712 Guadalupe St Austin, TX 78705    ",5_20_2019,0.046,0.733,0.221
1137,1137,BeMorePacific,"        7858 Shoal Creek Blvd Austin, TX 78757    ",5_28_2018,0.033,0.718,0.249
1138,1138,BeMorePacific,"        7858 Shoal Creek Blvd Austin, TX 78757    ",2_15_2018,0.013000000000000001,0.687,0.3
1139,1139,BeMorePacific,"        7858 Shoal Creek Blvd Austin, TX 78757    ",10_19_2018,0.03,0.725,0.245
1140,1140,BeMorePacific,"        7858 Shoal Creek Blvd Austin, TX 78757    ",6_20_2018,0.047,0.75,0.203
1141,1141,BeMorePacific,"        7858 Shoal Creek Blvd Austin, TX 78757    ",5_18_2019,0.036000000000000004,0.7120000000000001,0.251
1142,1142,BeMorePacific,"        7858 Shoal Creek Blvd Austin, TX 78757    ",6_30_2019,0.031,0.755,0.213
1143,1143,BeMorePacific,"        7858 Shoal Creek Blvd Austin, TX 78757    ",5_24_2019,0.023,0.7240000000000001,0.253
1144,1144,TLCAustin,"        1100 S Lamar Blvd Ste 1150 Austin, TX 78704    ",2_26_2018,0.065,0.722,0.213
1145,1145,TLCAustin,"        1100 S Lamar Blvd Ste 1150 Austin, TX 78704    ",3_4_2018,0.027999999999999997,0.722,0.25
1146,1146,HalalBros,"        2712 Guadalupe St Austin, TX 78705    ",7_8_2019,0.051,0.7140000000000001,0.235
1147,1147,TLCAustin,"        1100 S Lamar Blvd Ste 1150 Austin, TX 78704    ",4_12_2018,0.07,0.6709999999999999,0.259
1148,1148,TLCAustin,"        1100 S Lamar Blvd Ste 1150 Austin, TX 78704    ",3_16_2019,0.031,0.6729999999999999,0.29600000000000004
1149,1149,TLCAustin,"        1100 S Lamar Blvd Ste 1150 Austin, TX 78704    ",7_1_2019,0.032,0.6729999999999999,0.295
1150,1150,TLCAustin,"        1100 S Lamar Blvd Ste 1150 Austin, TX 78704    ",7_3_2018,0.038,0.6559999999999999,0.307
1151,1151,Chiantro,"        1509 S Lamar Blvd Austin, TX 78704    ",6_3_2016,0.048,0.716,0.23600000000000002
1152,1152,Chiantro,"        1509 S Lamar Blvd Austin, TX 78704    ",10_2_2017,0.044000000000000004,0.75,0.20600000000000002
1153,1153,Chiantro,"        1509 S Lamar Blvd Austin, TX 78704    ",9_2_2016,0.032,0.72,0.248
1154,1154,Chiantro,"        1509 S Lamar Blvd Austin, TX 78704    ",11_4_2016,0.03,0.705,0.265
1155,1155,Chiantro,"        1509 S Lamar Blvd Austin, TX 78704    ",3_17_2019,0.059000000000000004,0.732,0.209
1156,1156,Chiantro,"        1509 S Lamar Blvd Austin, TX 78704    ",7_21_2018,0.025,0.711,0.264
1157,1157,Chiantro,"        1509 S Lamar Blvd Austin, TX 78704    ",2_3_2018,0.036000000000000004,0.726,0.239
